country,year,denom_concept,has_numerator,has_population,has_denominator,has_all
PER,2022,lower,FALSE,TRUE,FALSE,FALSE
PER,2022,middle,FALSE,TRUE,TRUE,FALSE
PER,2022,upper,FALSE,TRUE,TRUE,FALSE
PER,2023,lower,FALSE,TRUE,FALSE,FALSE
PER,2023,middle,FALSE,TRUE,TRUE,FALSE
PER,2023,upper,FALSE,TRUE,TRUE,FALSE
PER,2024,lower,FALSE,TRUE,FALSE,FALSE
PER,2024,middle,FALSE,TRUE,FALSE,FALSE
PER,2024,upper,FALSE,TRUE,FALSE,FALSE
SLV,1990,lower,FALSE,TRUE,FALSE,FALSE
SLV,1990,middle,FALSE,TRUE,FALSE,FALSE
SLV,1990,upper,FALSE,TRUE,FALSE,FALSE
SLV,1991,lower,FALSE,TRUE,FALSE,FALSE
SLV,1991,middle,FALSE,TRUE,FALSE,FALSE
SLV,1991,upper,FALSE,TRUE,FALSE,FALSE
SLV,1992,lower,FALSE,TRUE,FALSE,FALSE
SLV,1992,middle,FALSE,TRUE,FALSE,FALSE
SLV,1992,upper,FALSE,TRUE,FALSE,FALSE
SLV,1993,lower,FALSE,TRUE,FALSE,FALSE
SLV,1993,middle,FALSE,TRUE,FALSE,FALSE
SLV,1993,upper,FALSE,TRUE,FALSE,FALSE
SLV,1994,lower,FALSE,TRUE,FALSE,FALSE
SLV,1994,middle,FALSE,TRUE,FALSE,FALSE
SLV,1994,upper,FALSE,TRUE,FALSE,FALSE
SLV,1995,lower,FALSE,TRUE,FALSE,FALSE
SLV,1995,middle,FALSE,TRUE,FALSE,FALSE
SLV,1995,upper,FALSE,TRUE,FALSE,FALSE
SLV,1996,lower,FALSE,TRUE,FALSE,FALSE
SLV,1996,middle,FALSE,TRUE,FALSE,FALSE
SLV,1996,upper,FALSE,TRUE,FALSE,FALSE
SLV,1997,lower,FALSE,TRUE,FALSE,FALSE
SLV,1997,middle,FALSE,TRUE,FALSE,FALSE
SLV,1997,upper,FALSE,TRUE,FALSE,FALSE
SLV,1998,lower,FALSE,TRUE,FALSE,FALSE
SLV,1998,middle,FALSE,TRUE,FALSE,FALSE
SLV,1998,upper,FALSE,TRUE,FALSE,FALSE
SLV,1999,lower,FALSE,TRUE,FALSE,FALSE
SLV,1999,middle,FALSE,TRUE,FALSE,FALSE
SLV,1999,upper,FALSE,TRUE,FALSE,FALSE
SLV,2000,lower,TRUE,TRUE,FALSE,FALSE
SLV,2000,middle,TRUE,TRUE,FALSE,FALSE
SLV,2000,upper,TRUE,TRUE,TRUE,TRUE
SLV,2001,lower,TRUE,TRUE,TRUE,TRUE
SLV,2001,middle,TRUE,TRUE,FALSE,FALSE
SLV,2001,upper,TRUE,TRUE,TRUE,TRUE
SLV,2002,lower,TRUE,TRUE,TRUE,TRUE
SLV,2002,middle,TRUE,TRUE,FALSE,FALSE
SLV,2002,upper,TRUE,TRUE,TRUE,TRUE
SLV,2003,lower,TRUE,TRUE,TRUE,TRUE
SLV,2003,middle,TRUE,TRUE,FALSE,FALSE
SLV,2003,upper,TRUE,TRUE,TRUE,TRUE
SLV,2004,lower,TRUE,TRUE,TRUE,TRUE
SLV,2004,middle,TRUE,TRUE,FALSE,FALSE
SLV,2004,upper,TRUE,TRUE,TRUE,TRUE
SLV,2005,lower,TRUE,TRUE,TRUE,TRUE
SLV,2005,middle,TRUE,TRUE,FALSE,FALSE
SLV,2005,upper,TRUE,TRUE,TRUE,TRUE
SLV,2006,lower,TRUE,TRUE,TRUE,TRUE
SLV,2006,middle,TRUE,TRUE,FALSE,FALSE
SLV,2006,upper,TRUE,TRUE,TRUE,TRUE
SLV,2007,lower,TRUE,TRUE,TRUE,TRUE
SLV,2007,middle,TRUE,TRUE,FALSE,FALSE
SLV,2007,upper,TRUE,TRUE,TRUE,TRUE
SLV,2008,lower,FALSE,TRUE,FALSE,FALSE
SLV,2008,middle,FALSE,TRUE,FALSE,FALSE
SLV,2008,upper,FALSE,TRUE,TRUE,FALSE
SLV,2009,lower,TRUE,TRUE,TRUE,TRUE
SLV,2009,middle,TRUE,TRUE,FALSE,FALSE
SLV,2009,upper,TRUE,TRUE,TRUE,TRUE
SLV,2010,lower,TRUE,TRUE,TRUE,TRUE
SLV,2010,middle,TRUE,TRUE,FALSE,FALSE
SLV,2010,upper,TRUE,TRUE,TRUE,TRUE
SLV,2011,lower,FALSE,TRUE,FALSE,FALSE
SLV,2011,middle,FALSE,TRUE,FALSE,FALSE
SLV,2011,upper,FALSE,TRUE,TRUE,FALSE
SLV,2012,lower,TRUE,TRUE,TRUE,TRUE
SLV,2012,middle,TRUE,TRUE,FALSE,FALSE
SLV,2012,upper,TRUE,TRUE,TRUE,TRUE
SLV,2013,lower,TRUE,TRUE,TRUE,TRUE
SLV,2013,middle,TRUE,TRUE,FALSE,FALSE
SLV,2013,upper,TRUE,TRUE,TRUE,TRUE
SLV,2014,lower,TRUE,TRUE,TRUE,TRUE
SLV,2014,middle,TRUE,TRUE,FALSE,FALSE
SLV,2014,upper,TRUE,TRUE,TRUE,TRUE
SLV,2015,lower,TRUE,TRUE,TRUE,TRUE
SLV,2015,middle,TRUE,TRUE,FALSE,FALSE
SLV,2015,upper,TRUE,TRUE,TRUE,TRUE
SLV,2016,lower,TRUE,TRUE,TRUE,TRUE
SLV,2016,middle,TRUE,TRUE,FALSE,FALSE
SLV,2016,upper,TRUE,TRUE,TRUE,TRUE
SLV,2017,lower,TRUE,TRUE,TRUE,TRUE
SLV,2017,middle,TRUE,TRUE,FALSE,FALSE
SLV,2017,upper,TRUE,TRUE,TRUE,TRUE
SLV,2018,lower,FALSE,TRUE,TRUE,FALSE
SLV,2018,middle,FALSE,TRUE,FALSE,FALSE
SLV,2018,upper,FALSE,TRUE,TRUE,FALSE
SLV,2019,lower,FALSE,TRUE,TRUE,FALSE
SLV,2019,middle,FALSE,TRUE,FALSE,FALSE
SLV,2019,upper,FALSE,TRUE,TRUE,FALSE
SLV,2020,lower,FALSE,TRUE,TRUE,FALSE
SLV,2020,middle,FALSE,TRUE,FALSE,FALSE
SLV,2020,upper,FALSE,TRUE,TRUE,FALSE
SLV,2021,lower,FALSE,TRUE,TRUE,FALSE
SLV,2021,middle,FALSE,TRUE,FALSE,FALSE
SLV,2021,upper,FALSE,TRUE,TRUE,FALSE
SLV,2022,lower,FALSE,TRUE,FALSE,FALSE
SLV,2022,middle,FALSE,TRUE,FALSE,FALSE
SLV,2022,upper,FALSE,TRUE,TRUE,FALSE
SLV,2023,lower,FALSE,TRUE,FALSE,FALSE
SLV,2023,middle,FALSE,TRUE,FALSE,FALSE
SLV,2023,upper,FALSE,TRUE,TRUE,FALSE
SLV,2024,lower,FALSE,TRUE,FALSE,FALSE
SLV,2024,middle,FALSE,TRUE,FALSE,FALSE
SLV,2024,upper,FALSE,TRUE,TRUE,FALSE
URY,1990,lower,FALSE,TRUE,FALSE,FALSE
URY,1990,middle,FALSE,TRUE,FALSE,FALSE
URY,1990,upper,FALSE,TRUE,FALSE,FALSE
URY,1991,lower,FALSE,TRUE,FALSE,FALSE
URY,1991,middle,FALSE,TRUE,FALSE,FALSE
URY,1991,upper,FALSE,TRUE,FALSE,FALSE
URY,1992,lower,FALSE,TRUE,FALSE,FALSE
URY,1992,middle,FALSE,TRUE,FALSE,FALSE
URY,1992,upper,FALSE,TRUE,FALSE,FALSE
URY,1993,lower,FALSE,TRUE,FALSE,FALSE
URY,1993,middle,FALSE,TRUE,FALSE,FALSE
URY,1993,upper,FALSE,TRUE,FALSE,FALSE
URY,1994,lower,FALSE,TRUE,FALSE,FALSE
URY,1994,middle,FALSE,TRUE,FALSE,FALSE
URY,1994,upper,FALSE,TRUE,FALSE,FALSE
URY,1995,lower,FALSE,TRUE,FALSE,FALSE
URY,1995,middle,FALSE,TRUE,FALSE,FALSE
URY,1995,upper,FALSE,TRUE,FALSE,FALSE
URY,1996,lower,FALSE,TRUE,FALSE,FALSE
URY,1996,middle,FALSE,TRUE,FALSE,FALSE
URY,1996,upper,FALSE,TRUE,FALSE,FALSE
URY,1997,lower,FALSE,TRUE,FALSE,FALSE
URY,1997,middle,FALSE,TRUE,FALSE,FALSE
URY,1997,upper,FALSE,TRUE,FALSE,FALSE
URY,1998,lower,FALSE,TRUE,FALSE,FALSE
URY,1998,middle,FALSE,TRUE,FALSE,FALSE
URY,1998,upper,FALSE,TRUE,FALSE,FALSE
URY,1999,lower,FALSE,TRUE,FALSE,FALSE
URY,1999,middle,FALSE,TRUE,FALSE,FALSE
URY,1999,upper,FALSE,TRUE,FALSE,FALSE
URY,2000,lower,FALSE,TRUE,TRUE,FALSE
URY,2000,middle,FALSE,TRUE,FALSE,FALSE
URY,2000,upper,FALSE,TRUE,FALSE,FALSE
URY,2001,lower,FALSE,TRUE,TRUE,FALSE
URY,2001,middle,FALSE,TRUE,FALSE,FALSE
URY,2001,upper,FALSE,TRUE,FALSE,FALSE
URY,2002,lower,FALSE,TRUE,TRUE,FALSE
URY,2002,middle,FALSE,TRUE,FALSE,FALSE
URY,2002,upper,FALSE,TRUE,FALSE,FALSE
URY,2003,lower,FALSE,TRUE,TRUE,FALSE
URY,2003,middle,FALSE,TRUE,FALSE,FALSE
URY,2003,upper,FALSE,TRUE,FALSE,FALSE
URY,2004,lower,FALSE,TRUE,TRUE,FALSE
URY,2004,middle,FALSE,TRUE,FALSE,FALSE
URY,2004,upper,FALSE,TRUE,FALSE,FALSE
URY,2005,lower,FALSE,TRUE,TRUE,FALSE
URY,2005,middle,FALSE,TRUE,FALSE,FALSE
URY,2005,upper,FALSE,TRUE,FALSE,FALSE
URY,2006,lower,FALSE,TRUE,FALSE,FALSE
URY,2006,middle,FALSE,TRUE,FALSE,FALSE
URY,2006,upper,FALSE,TRUE,FALSE,FALSE
URY,2007,lower,FALSE,TRUE,TRUE,FALSE
URY,2007,middle,FALSE,TRUE,FALSE,FALSE
URY,2007,upper,FALSE,TRUE,FALSE,FALSE
URY,2008,lower,FALSE,TRUE,TRUE,FALSE
URY,2008,middle,FALSE,TRUE,FALSE,FALSE
URY,2008,upper,FALSE,TRUE,FALSE,FALSE
URY,2009,lower,TRUE,TRUE,TRUE,TRUE
URY,2009,middle,TRUE,TRUE,FALSE,FALSE
URY,2009,upper,TRUE,TRUE,FALSE,FALSE
URY,2010,lower,TRUE,TRUE,TRUE,TRUE
URY,2010,middle,TRUE,TRUE,FALSE,FALSE
URY,2010,upper,TRUE,TRUE,FALSE,FALSE
URY,2011,lower,TRUE,TRUE,TRUE,TRUE
URY,2011,middle,TRUE,TRUE,FALSE,FALSE
URY,2011,upper,TRUE,TRUE,FALSE,FALSE
URY,2012,lower,TRUE,TRUE,TRUE,TRUE
URY,2012,middle,TRUE,TRUE,FALSE,FALSE
URY,2012,upper,TRUE,TRUE,TRUE,TRUE
URY,2013,lower,TRUE,TRUE,TRUE,TRUE
URY,2013,middle,TRUE,TRUE,FALSE,FALSE
URY,2013,upper,TRUE,TRUE,FALSE,FALSE
URY,2014,lower,TRUE,TRUE,TRUE,TRUE
URY,2014,middle,TRUE,TRUE,FALSE,FALSE
URY,2014,upper,TRUE,TRUE,FALSE,FALSE
URY,2015,lower,TRUE,TRUE,TRUE,TRUE
URY,2015,middle,TRUE,TRUE,FALSE,FALSE
URY,2015,upper,TRUE,TRUE,FALSE,FALSE
URY,2016,lower,TRUE,TRUE,TRUE,TRUE
URY,2016,middle,TRUE,TRUE,FALSE,FALSE
URY,2016,upper,TRUE,TRUE,TRUE,TRUE
URY,2017,lower,FALSE,TRUE,TRUE,FALSE
URY,2017,middle,FALSE,TRUE,FALSE,FALSE
URY,2017,upper,FALSE,TRUE,TRUE,FALSE
URY,2018,lower,FALSE,TRUE,TRUE,FALSE
URY,2018,middle,FALSE,TRUE,FALSE,FALSE
URY,2018,upper,FALSE,TRUE,TRUE,FALSE
URY,2019,lower,FALSE,TRUE,TRUE,FALSE
URY,2019,middle,FALSE,TRUE,FALSE,FALSE
URY,2019,upper,FALSE,TRUE,TRUE,FALSE
URY,2020,lower,FALSE,TRUE,TRUE,FALSE
URY,2020,middle,FALSE,TRUE,FALSE,FALSE
URY,2020,upper,FALSE,TRUE,TRUE,FALSE
URY,2021,lower,FALSE,TRUE,TRUE,FALSE
URY,2021,middle,FALSE,TRUE,FALSE,FALSE
URY,2021,upper,FALSE,TRUE,TRUE,FALSE
URY,2022,lower,FALSE,TRUE,FALSE,FALSE
URY,2022,middle,FALSE,TRUE,FALSE,FALSE
URY,2022,upper,FALSE,TRUE,FALSE,FALSE
URY,2023,lower,FALSE,TRUE,FALSE,FALSE
URY,2023,middle,FALSE,TRUE,FALSE,FALSE
URY,2023,upper,FALSE,TRUE,FALSE,FALSE
URY,2024,lower,FALSE,TRUE,FALSE,FALSE
URY,2024,middle,FALSE,TRUE,FALSE,FALSE
URY,2024,upper,FALSE,TRUE,FALSE,FALSE
